Date,CCL,CUK,F,GM,HD,HMC,JCI,LOW,LUV,LVS,MCD,SBUX,TGT,TJX,TM,WMT
2011-05-03,33.688961,35.805425,13.691034,30.900015999999997,33.735608,38.48608,36.765529,24.009219,11.2343,38.548545000000004,67.72708100000001,16.981465,43.479504999999996,25.181765,79.690002,49.559521000000004
2011-05-04,33.767084999999994,35.875979,13.486292,30.946846999999998,33.591091999999996,38.605512,36.039297,23.741939000000002,11.331650999999999,35.741652,67.838613,17.107774,43.506035,25.210164000000002,79.760002,49.479096000000006
2011-05-05,35.537902,37.436955,13.423979000000001,29.991466,33.428509999999996,38.615463,35.830506,23.741939000000002,11.594499,35.867712,67.435372,17.075027,44.514102,25.262232,79.559998,49.211014
2011-05-06,34.878186,37.190019,13.450683999999999,29.888434000000004,33.410449,37.86903,35.966671999999996,23.631339,11.7892,36.380348,67.521167,17.089060999999997,44.664426,24.954560999999998,79.099998,49.166334
2011-05-09,34.383399,36.70497,13.423979000000001,29.401377,33.38335,38.048173999999996,36.075609,23.741939000000002,11.682115,36.321521000000004,68.044521,16.957607,44.21345,25.162831,79.360001,49.237821000000004
2011-05-10,35.242765000000006,37.57806,13.486292,29.607440000000004,33.663352,38.167602,35.984828,24.156684,11.779466000000001,36.304713,68.38770500000001,17.00925,44.629057,25.428853,81.019997,49.622073
2011-05-11,35.017074,37.304666999999995,13.486292,29.317078000000002,33.627221999999996,38.048173999999996,35.431075,23.907838,11.818406,37.06106,68.216116,16.802679,44.929709,25.376599,81.459999,49.626568
2011-05-12,35.885121999999996,38.160118,13.584211999999999,29.429477000000002,33.681416999999996,38.31689,35.748804,23.944703,11.818406,36.464386,69.20276700000001,17.112536,45.769762,25.975149,83.629997,50.121308
2011-05-13,35.607347,37.877908000000005,13.423979000000001,29.10165,33.428509999999996,38.436319,35.058881,23.741939000000002,11.75026,35.800478999999996,69.271399,16.971692,45.557539,25.922895,83.379997,50.121308
2011-05-16,34.565688,36.854896000000004,13.468488,29.12975,33.401415,38.406463,34.704843,22.894012,11.818406,34.506285999999996,69.614583,16.506907,44.731158,25.799385,82.209999,50.427145
2011-05-17,35.043114,37.057734,13.326058999999999,29.12975,33.780772999999996,38.177557,34.704843,22.811063,11.896287,34.733191,69.434412,16.572633,45.122132,24.730547,81.370003,49.959393
2011-05-18,35.130461,37.137581,13.459585999999998,29.523142,33.834964,37.719746,35.176895,23.08756,11.944963000000001,34.95169,69.923447,17.187652,44.393496,25.01557,81.389999,49.635565
2011-05-19,35.060583,37.128707,13.459585999999998,29.476309000000004,33.771738,37.679935,35.249520000000004,22.838713000000002,12.071518,35.271038,70.789985,17.436476000000003,44.686729,24.7733,80.699997,49.905421000000004
